"FullName","PSIsContainer","Length","LastWriteTime"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\unicodedata\__pycache__\ScriptExtensions.cpython-313.pyc","False","10412","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\unicodedata\__pycache__\Scripts.cpython-313.pyc","False","24087","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__","True",,"28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar","True",,"28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer","True",,"28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__init__.py","False","59067","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__main__.py","False","101","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avarPlanner.py","False","117","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\builder.py","False","6824","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\cff.py","False","23532","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\errors.py","False","7153","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\featureVars.py","False","26883","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\hvar.py","False","3808","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\interpolatable.py","False","46430","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\interpolatableHelpers.py","False","12071","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\interpolatablePlot.py","False","45644","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\interpolatableTestContourOrder.py","False","3103","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\interpolatableTestStartingPoint.py","False","4403","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\interpolate_layout.py","False","3813","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\iup.c","False","854627","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\iup.cp313-win_amd64.pyd","False","128512","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\iup.py","False","15474","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\merger.py","False","62519","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\models.py","False","23354","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\multiVarStore.py","False","8558","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\mutator.py","False","20333","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\mvar.py","False","2489","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\plot.py","False","7732","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\stat.py","False","4960","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\varStore.py","False","24808","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__pycache__","True",,"28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__init__.py","False","0","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__main__.py","False","1842","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\build.py","False","2166","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\map.py","False","2975","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\plan.py","False","28358","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\unbuild.py","False","10738","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__pycache__\__init__.cpython-313.pyc","False","194","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__pycache__\__main__.cpython-313.pyc","False","2541","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__pycache__\build.cpython-313.pyc","False","3115","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__pycache__\map.cpython-313.pyc","False","4340","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__pycache__\plan.cpython-313.pyc","False","29679","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\avar\__pycache__\unbuild.cpython-313.pyc","False","12085","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\__pycache__","True",,"28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\__init__.py","False","77554","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\__main__.py","False","109","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\featureVars.py","False","7300","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\names.py","False","15338","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\solver.py","False","11311","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\__pycache__\__init__.cpython-313.pyc","False","84437","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\__pycache__\__main__.cpython-313.pyc","False","386","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\__pycache__\featureVars.cpython-313.pyc","False","7191","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\__pycache__\names.cpython-313.pyc","False","18378","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\instancer\__pycache__\solver.cpython-313.pyc","False","4553","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\__init__.cpython-313.pyc","False","64849","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\__main__.cpython-313.pyc","False","368","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\avarPlanner.cpython-313.pyc","False","433","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\builder.cpython-313.pyc","False","11131","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\cff.cpython-313.pyc","False","25327","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\errors.cpython-313.pyc","False","12978","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\featureVars.cpython-313.pyc","False","28070","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\hvar.cpython-313.pyc","False","4592","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\interpolatable.cpython-313.pyc","False","41000","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\interpolatableHelpers.cpython-313.pyc","False","18643","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\interpolatablePlot.cpython-313.pyc","False","52832","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\interpolatableTestContourOrder.cpython-313.pyc","False","2178","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\interpolatableTestStartingPoint.cpython-313.pyc","False","3879","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\interpolate_layout.cpython-313.pyc","False","5697","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\iup.cpython-313.pyc","False","14834","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\merger.cpython-313.pyc","False","80418","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\models.cpython-313.pyc","False","29079","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\multiVarStore.cpython-313.pyc","False","14330","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\mutator.cpython-313.pyc","False","22977","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\mvar.cpython-313.pyc","False","1370","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\plot.cpython-313.pyc","False","13646","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\stat.cpython-313.pyc","False","6622","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\varLib\__pycache__\varStore.cpython-313.pyc","False","29826","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__pycache__","True",,"28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__init__.py","False","156","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__main__.py","False","6134","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\ast.py","False","13752","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\error.py","False","407","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\lexer.py","False","3467","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\parser.py","False","26060","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\voltToFea.py","False","37460","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__pycache__\__init__.cpython-313.pyc","False","296","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__pycache__\__main__.cpython-313.pyc","False","8020","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__pycache__\ast.cpython-313.pyc","False","27618","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__pycache__\error.cpython-313.pyc","False","1015","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__pycache__\lexer.cpython-313.pyc","False","5606","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__pycache__\parser.cpython-313.pyc","False","34488","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\voltLib\__pycache__\voltToFea.cpython-313.pyc","False","45758","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\__init__.cpython-313.pyc","False","434","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\__main__.cpython-313.pyc","False","1257","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\afmLib.cpython-313.pyc","False","16975","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\agl.cpython-313.pyc","False","113016","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\annotations.cpython-313.pyc","False","1675","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\fontBuilder.cpython-313.pyc","False","35826","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\help.cpython-313.pyc","False","2048","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\tfmLib.cpython-313.pyc","False","18872","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\ttx.cpython-313.pyc","False","20248","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fontTools\__pycache__\unicode.cpython-313.pyc","False","2412","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\licenses","True",,"28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\entry_points.txt","False","147","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\INSTALLER","False","4","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\METADATA","False","116446","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\RECORD","False","51354","28.02.2026 11:55:32"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\top_level.txt","False","10","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\WHEEL","False","101","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\licenses\LICENSE","False","1093","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\fonttools-4.61.1.dist-info\licenses\LICENSE.external","False","20410","28.02.2026 11:55:31"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\__pycache__","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\comm","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\gui","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\pylab","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\resources","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\__init__.py","False","161","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\__main__.py","False","143","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\_eventloop_macos.py","False","4550","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\_version.py","False","608","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\compiler.py","False","2875","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\connect.py","False","4104","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\control.py","False","301","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\debugger.py","False","26683","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\displayhook.py","False","4076","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\embed.py","False","2129","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\eventloops.py","False","20588","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\heartbeat.py","False","4528","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\iostream.py","False","29144","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\ipkernel.py","False","26505","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\jsonutil.py","False","5049","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\kernelapp.py","False","29825","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\kernelbase.py","False","56997","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\kernelspec.py","False","9850","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\log.py","False","873","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\parentpoller.py","False","5188","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\py.typed","False","0","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\shellchannel.py","False","1562","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\socket_pair.py","False","1696","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\subshell_manager.py","False","9160","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\subshell.py","False","1023","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\thread.py","False","785","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\trio_runner.py","False","2477","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\utils.py","False","2246","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\zmqshell.py","False","29304","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\comm\__pycache__","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\comm\__init__.py","False","91","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\comm\comm.py","False","3191","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\comm\manager.py","False","2086","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\comm\__pycache__\__init__.cpython-313.pyc","False","304","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\comm\__pycache__\comm.cpython-313.pyc","False","4287","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\comm\__pycache__\manager.cpython-313.pyc","False","2690","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\gui\__pycache__","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\gui\__init__.py","False","578","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\gui\gtk3embed.py","False","3432","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\gui\gtkembed.py","False","3328","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\gui\__pycache__\__init__.cpython-313.pyc","False","415","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\gui\__pycache__\gtk3embed.cpython-313.pyc","False","3729","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\gui\__pycache__\gtkembed.cpython-313.pyc","False","3549","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__init__.py","False","197","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\blocking.py","False","3660","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\channels.py","False","2993","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\client.py","False","8523","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\constants.py","False","302","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\ipkernel.py","False","7333","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\manager.py","False","3054","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\socket.py","False","1380","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__\__init__.cpython-313.pyc","False","444","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__\blocking.cpython-313.pyc","False","4909","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__\channels.cpython-313.pyc","False","4591","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__\client.cpython-313.pyc","False","10631","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__\constants.cpython-313.pyc","False","265","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__\ipkernel.cpython-313.pyc","False","9488","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__\manager.cpython-313.pyc","False","4363","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\inprocess\__pycache__\socket.cpython-313.pyc","False","2003","28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\pylab\__pycache__","True",,"28.02.2026 08:08:25"
"K:\IdeaProjects\osteogenesis_imperfecta\.venv\Lib\site-packages\ipykernel\pylab\__init__.py","False","0","28.02.2026 08:08:25"
